Year,Quarter,Airline,PaxToIndia,PaxFromIndia,FreightToIndia,FreightFromIndia
633.979,1992.978,GULF AIR,105889,15,2,104712
64.886,1291.582,GULF AIR,90811,22,3,139353
67.1,1787.6899999999998,GULF AIR,137951,23,4,119969
86.865,2143.643,GULF AIR,150775,19,4,133933
87.045,1398.254,GULF AIR,136055,22,4,132915
92.456,1801.26,GULF AIR,110456,20,1,112641
93.127,1628.527,GULF AIR,131137,23,2,134959
94.453,448.248,GULF AIR,19035,22,1,29885
95.056,356.738,GULF AIR,6677,21,2,11406
0,1.669,INDIGO,36838,20,2,3312
1027.081,7592.169,INDIGO,1158653,22,4,1110517
1040.891,7985.333,INDIGO,1346063,23,2,1331020
1077.3239999999996,5356.304000000002,INDIGO,1618009,23,4,1531162
1082.991,8199.7,INDIGO,876140,22,2,867495
1101.538,7981.467,INDIGO,805261,20,1,827352
1250.242,8421.732,INDIGO,986762,22,3,1143563
135.677,1157.014,INDIGO,248522,20,4,193933
1503.004,7552.856,INDIGO,1077018,19,4,1037925
1605.8206200000002,8042.217709999999,INDIGO,1623609,24,2,1602677
162.8856,2192.0036299999997,INDIGO,196391,15,4,204562
1701.501,11653.395,INDIGO,585290,22,1,693097
174.07025,2947.0376409999994,INDIGO,207666,16,2,217203
182.6465,2947.7717500000003,INDIGO,191074,15,3,206827
1967.03097,6941.568050000001,INDIGO,166362,21,2,129085
2142.87612,7254.208739999996,INDIGO,302932,21,1,266669
2246.028,10341.669,INDIGO,496388,21,4,591880
2256.729,9669.469,INDIGO,200882,21,3,300943
365.05073,3226.5718930000003,INDIGO,255119,16,4,256948
378,3285,INDIGO,274404,17,1,287496
384.27169,5090.273316,INDIGO,369721,17,3,406881
398.52479999999997,5059.94977,INDIGO,481860,18,3,515075
408.54997,2985.7920829999994,INDIGO,208848,16,3,224180
461.0833999999999,5820.059500000002,INDIGO,658859,18,4,632979
51.077,778.81071,INDIGO,172731,20,3,62515
564.785,4715.933,INDIGO,396332,17,4,402771
603.305,4777.55,INDIGO,353714,17,2,334746
635.3508300000001,4834.231569999997,INDIGO,490945,18,2,480252
694.4217,2331.8156599999998,INDIGO,210669,15,2,213316
707.4476999999999,5041.120500000001,INDIGO,182116,15,1,209781
711.205,6952.873,INDIGO,760770,19,2,736331
721.2841000000001,5322.263556,INDIGO,437906,18,1,483790
80.0919,2646.2152292,INDIGO,203016,16,1,224380
809.911,6909.098,INDIGO,703658,19,1,741108
926.3596799999999,7449.113080000002,INDIGO,1129289,23,1,1266739
947.218,5715.313,INDIGO,1362852,23,3,1561548
980.802,5869.17,INDIGO,1448285,24,1,1566090
989.57,8884.094,INDIGO,831865,19,3,890552
155.64,362.77,INDONESIA AIRASIA X,27141,17,4,29382
220.806,196.843,INDONESIA AIRASIA X,15193,18,1,16290
3.654,141.967,INDONESIA AIRASIA X,12780,17,3,13944
0.044,13.047,IRAN AIR,0,20,2,401
0.47,22.445,IRAN AIR,1262,22,2,1602
0.62,6.815,IRAN AIR,305,24,2,801
1.331,17.141,IRAN AIR,400,21,4,646
1.686,131.156,IRAN AIR,4540,15,2,4661
1.729,25.594,IRAN AIR,232,21,1,582
10.038,51.041,IRAN AIR,2941,18,2,2899
10.31,48.814,IRAN AIR,3652,19,4,3601
10.506,102.752,IRAN AIR,3709,15,3,3875
10.544,45.311,IRAN AIR,3711,16,4,3140
11.362,112.406,IRAN AIR,4895,15,4,4824
14.639,11.451,IRAN AIR,1238,23,4,1114
147.447,156.229,IRAN AIR,122,20,4,362
16.324,83.441,IRAN AIR,118,21,3,333
16.584,25.761,IRAN AIR,1275,22,4,976
17.025,12.917,IRAN AIR,1931,17,3,2159
2.205,32.583,IRAN AIR,4026,18,1,3489
2.235,11.877,IRAN AIR,2227,17,2,2131
2.444,123.811,IRAN AIR,4494,15,1,4108
2.49,6.045,IRAN AIR,3074,17,1,2794
2.693,19.327,IRAN AIR,1426,24,1,992
27.189,112.785,IRAN AIR,89,20,3,543
28.205,65.454,IRAN AIR,3009,16,3,3347
28.937,130.086,IRAN AIR,4529,19,1,3791
3.014,17.346,IRAN AIR,637,22,1,668
37.318,30.988,IRAN AIR,2997,18,3,2584
4.68,10.01,IRAN AIR,896,22,3,1084
4.888,29.102,IRAN AIR,3028,17,4,2688
5.003,80.686,IRAN AIR,4231,16,2,4443
63.929,77.507,IRAN AIR,4699,18,4,4002
7.166,97.307,IRAN AIR,4209,16,1,4044
78.704,50.615,IRAN AIR,82,21,2,186
8.136,2.022,IRAN AIR,982,23,2,973
8.908,142.195,IRAN AIR,4329,19,2,3963
8.988,106.015,IRAN AIR,4010,19,3,3406
9.228,78.009,IRAN AIR,2947,20,1,2474
0,0,IRAQI AIRWAYS,9406,18,4,9364
0,0,IRAQI AIRWAYS,0,15,1,0
0,0,IRAQI AIRWAYS,2586,15,3,2226
0,0,IRAQI AIRWAYS,1967,17,1,1999
0,0,IRAQI AIRWAYS,3706,21,4,4171
0,0,IRAQI AIRWAYS,1116,21,2,3024
0,0,IRAQI AIRWAYS,7991,19,1,8268
0,0,IRAQI AIRWAYS,6862,17,4,6703
0,0,IRAQI AIRWAYS,1732,16,3,1742
0,0,IRAQI AIRWAYS,5779,17,2,5809
0,0,IRAQI AIRWAYS,9612,19,2,9538
0,0,IRAQI AIRWAYS,1459,16,4,1625
0,0,IRAQI AIRWAYS,588,21,3,1005
0,0,IRAQI AIRWAYS,0,16,2,218
0,0,IRAQI AIRWAYS,0,15,2,842
0,0,IRAQI AIRWAYS,993,16,1,986
0,0,IRAQI AIRWAYS,5750,17,3,5666
0,0,IRAQI AIRWAYS,8835,18,2,8986
0,0,IRAQI AIRWAYS,8746,18,1,8300
0,0,IRAQI AIRWAYS,10312,18,3,9514
0,0,IRAQI AIRWAYS,5789,20,1,5722
0,0,IRAQI AIRWAYS,8600,19,4,9013
0,0.881,IRAQI AIRWAYS,3478,20,4,2954
0,1.271,IRAQI AIRWAYS,0,15,4,377
0,2.44,IRAQI AIRWAYS,3727,21,1,4977
0,3.3,IRAQI AIRWAYS,5334,23,2,5177
0,4.7,IRAQI AIRWAYS,7368,23,4,7216
0,5.1,IRAQI AIRWAYS,5446,23,1,5509
0,5.72,IRAQI AIRWAYS,5346,22,2,5089
0,5.889,IRAQI AIRWAYS,8136,22,3,8285
0,6.18,IRAQI AIRWAYS,4615,22,1,4894
0.045,0.045,IRAQI AIRWAYS,7302,20,3,419
0.12,5.868,IRAQI AIRWAYS,6658,22,4,6829
0.24,5.452,IRAQI AIRWAYS,8347,24,2,7458
0.36,4.4,IRAQI AIRWAYS,8066,23,3,8034
0.809,35.588,IRAQI AIRWAYS,22225,19,3,22270
1.072,4.612,IRAQI AIRWAYS,7154,24,1,7698
5.041,5.041,IRAQI AIRWAYS,549,20,2,1177
0.02,344.676,ISLAND AVIATION SERVICES,257,20,2,873
0.056,203.748,ISLAND AVIATION SERVICES,12830,23,3,15355
0.23,54.166,ISLAND AVIATION SERVICES,378,20,3,216
0.476,251.202,ISLAND AVIATION SERVICES,12238,24,1,14415
0.5860000000000001,214.563,ISLAND AVIATION SERVICES,15094,23,4,12454
0.592,332.931,ISLAND AVIATION SERVICES,10715,22,2,9019
0.606,824.545,ISLAND AVIATION SERVICES,12945,22,3,13896
0.706,351.157,ISLAND AVIATION SERVICES,11659,21,4,8939
0.729,10.93,ISLAND AVIATION SERVICES,2358,20,4,973
0.743,282.663,ISLAND AVIATION SERVICES,17715,24,2,15985
0.793,148.733,ISLAND AVIATION SERVICES,10156,23,1,11644
0.828,225.687,ISLAND AVIATION SERVICES,13410,23,2,10327
0.886,159.938,ISLAND AVIATION SERVICES,3978,21,2,2520
0.992,90.176,ISLAND AVIATION SERVICES,2362,21,1,3563
1.085,289.279,ISLAND AVIATION SERVICES,9006,22,1,10835
1.848,250.226,ISLAND AVIATION SERVICES,10721,22,4,9763
13.521,223.617,ISLAND AVIATION SERVICES,10755,19,3,11093
13.776,203.061,ISLAND AVIATION SERVICES,13625,17,1,16013
14.437,152.556,ISLAND AVIATION SERVICES,11716,16,3,12036
14.652,209.189,ISLAND AVIATION SERVICES,11745,17,3,12407
14.921,219.768,ISLAND AVIATION SERVICES,10062,19,2,10475
15.646,285.438,ISLAND AVIATION SERVICES,10619,18,3,10663
15.69,204.737,ISLAND AVIATION SERVICES,14149,15,4,13386
15.693,221.447,ISLAND AVIATION SERVICES,12259,17,2,12327
16.472,267.983,ISLAND AVIATION SERVICES,9422,18,2,10160
17.071,221.931,ISLAND AVIATION SERVICES,12328,15,1,13790
17.236,221.224,ISLAND AVIATION SERVICES,12226,16,1,15097
19.087,230.391,ISLAND AVIATION SERVICES,9267,15,2,9602
19.101,160.012,ISLAND AVIATION SERVICES,10880,16,2,12012
27.947,234.22,ISLAND AVIATION SERVICES,13211,17,4,11892
3.339,147.983,ISLAND AVIATION SERVICES,4127,21,3,6473
32.951,212.537,ISLAND AVIATION SERVICES,10124,15,3,9178
36.714,257.646,ISLAND AVIATION SERVICES,12239,19,1,13944
37.075,158.063,ISLAND AVIATION SERVICES,10145,20,1,12059
38.675,298.74,ISLAND AVIATION SERVICES,12286,18,4,10953
4.3,86.223,ISLAND AVIATION SERVICES,3278,19,4,3249
8.188,249.381,ISLAND AVIATION SERVICES,11681,18,1,12770
8.888,144.448,ISLAND AVIATION SERVICES,15018,16,4,13403
1057.574,439.033,JAPAN AIRLINES,10219,16,3,10876
1097.005,598.035,JAPAN AIRLINES,658,21,2,3233
1123.573,793.217,JAPAN AIRLINES,13445,15,1,13529
1137.188,759.488,JAPAN AIRLINES,10193,15,2,12391
1161.351,922.946,JAPAN AIRLINES,10587,20,1,14257
1166.516,278.292,JAPAN AIRLINES,11371,16,4,11652
1171.992,796.629,JAPAN AIRLINES,9947,17,2,12116
1172.419,677.21,JAPAN AIRLINES,7861,22,4,10650
1177.883,407.545,JAPAN AIRLINES,12361,15,4,12468
1213.252,597.345,JAPAN AIRLINES,11131,17,3,11585
1233.161,520.124,JAPAN AIRLINES,11206,15,3,12130
1236.061,837.184,JAPAN AIRLINES,12619,16,1,14472
1236.641,702.602,JAPAN AIRLINES,12458,17,1,14035
1238.204,748.054,JAPAN AIRLINES,10814,23,2,17512
1254.807,587.313,JAPAN AIRLINES,16821,23,4,15393
1259.234,723.79,JAPAN AIRLINES,10276,16,2,13292
1274.876,937.841,JAPAN AIRLINES,8767,23,1,16196
1317.165,1020.796,JAPAN AIRLINES,14255,19,1,15574
1349.823,1137.828,JAPAN AIRLINES,12992,19,2,15769
1372.372,636.756,JAPAN AIRLINES,1642,21,1,1264
1383.183,559.309,JAPAN AIRLINES,14906,18,4,14710
1396.935,507.449,JAPAN AIRLINES,13685,17,4,13787
1469.571,576.421,JAPAN AIRLINES,16127,19,4,16019
1504.131,576.506,JAPAN AIRLINES,13050,23,3,18148
1518.631,1104.13,JAPAN AIRLINES,13021,24,1,16219
1530.609,683.635,JAPAN AIRLINES,14140,18,3,15413
1539.513,893.775,JAPAN AIRLINES,13265,24,2,14959
1582.819,1078.06,JAPAN AIRLINES,11953,18,2,15149
1619.298,942.295,JAPAN AIRLINES,9367,18,1,11338
191.46,271.27,JAPAN AIRLINES,95,20,2,1559
288.478,303.198,JAPAN AIRLINES,1612,21,3,2083
558.919,449.22,JAPAN AIRLINES,975,20,3,1146
661.71,874.742,JAPAN AIRLINES,3451,21,4,4911
713.194,588.191,JAPAN AIRLINES,1992,22,1,6680
732.002,830.32,JAPAN AIRLINES,9890,19,3,11396
777.677,550.19,JAPAN AIRLINES,4882,22,3,7647
799.735,525.687,JAPAN AIRLINES,4321,22,2,8396
819.14,498.981,JAPAN AIRLINES,1226,20,4,1519
108.336,562.592,JAZEERA AIRWAYS,30168,24,1,37163
117.4935,789.0429,JAZEERA AIRWAYS,40054,21,4,35363
118.39739999999999,719.0957,JAZEERA AIRWAYS,43163,23,1,59074
26.9855,726.6643,JAZEERA AIRWAYS,48147,23,3,57448
4.842,990.238,JAZEERA AIRWAYS,20743,21,3,8467
41.421,403.085,JAZEERA AIRWAYS,35027,24,2,32473
49.784,538.08,JAZEERA AIRWAYS,40156,23,4,37490
63.958,745.5885,JAZEERA AIRWAYS,51318,22,4,53307
73.09,827.4534,JAZEERA AIRWAYS,47414,22,2,46115
82.6563,724.4736599999999,JAZEERA AIRWAYS,49373,23,2,42565
84.268,684.692,JAZEERA AIRWAYS,7839,21,2,8075
87.27,693.063,JAZEERA AIRWAYS,42848,22,3,56111
97.3159,770.3926,JAZEERA AIRWAYS,42007,22,1,51741
11140.21652,16550.219670000002,JET AIRWAYS,856985,16,1,931913
11479.53737,18326.68726,JET AIRWAYS,932514,16,2,938718
11792.911,16470.25,JET AIRWAYS,881457,15,1,926233
11818.77447,17226.79156,JET AIRWAYS,854165,15,3,872763
11827.193839999998,16701.650530000006,JET AIRWAYS,922543,15,4,858347
11980.919659999994,18113.807960000002,JET AIRWAYS,862832,15,2,889364
12363.22505,19137.985249999994,JET AIRWAYS,805468,19,1,871714
13340.22708,19026.955030000005,JET AIRWAYS,980104,16,3,994177
15889.697499999998,25200.012769999998,JET AIRWAYS,1027567,18,4,923992
15946.720739999999,21950.112899999993,JET AIRWAYS,1043805,16,4,981009
17126.750949999998,24660.205950000007,JET AIRWAYS,986139,17,1,1078572
17708.80879,26682.239289999987,JET AIRWAYS,1008639,17,3,1043725
18151.328499999996,26032.71079999999,JET AIRWAYS,1069053,18,1,1121526
18248.321030000003,28395.630500000003,JET AIRWAYS,1003643,17,2,982128
19313.780280000006,27045.556950000013,JET AIRWAYS,1057809,18,3,1089429
19411.48785,28283.249519999998,JET AIRWAYS,1114019,17,4,1026222
20169.59515000001,28844.569789999998,JET AIRWAYS,984783,18,2,976813
735.9122000000001,1123.321,JET AIRWAYS,25709,19,2,31926
1560.288,1159.537,KALITTA AIR,0,20,2,0
2285.399,2343.108,KALITTA AIR,0,15,2,0
2438.556,2615.703,KALITTA AIR,0,15,1,0
3345.296,2598.034,KALITTA AIR,0,15,4,0
3441.357,3010.577,KALITTA AIR,0,15,3,0
3485.304,3397.877,KALITTA AIR,0,16,1,0
3658.493,3009.544,KALITTA AIR,0,16,2,0
3667.093,3553.7,KALITTA AIR,0,17,4,0
3819.012,3301.679,KALITTA AIR,0,16,4,0
3905.118,4160.944,KALITTA AIR,0,18,1,0
3974.423,3726.075,KALITTA AIR,0,17,1,0
4113.301,3194.739,KALITTA AIR,0,19,3,0
4191.923,3533.226,KALITTA AIR,0,16,3,0
4360.967,3335.541,KALITTA AIR,0,20,1,0
4466.924,4024.631,KALITTA AIR,0,18,2,0
4538.083,4341.599,KALITTA AIR,0,18,4,0
4565.121,3804.836,KALITTA AIR,0,17,3,0
4582.105,4111.732,KALITTA AIR,0,18,3,0
4652.292,4705.592,KALITTA AIR,0,19,1,0
4687.411,3800.391,KALITTA AIR,0,17,2,0
4799.007,4385.994,KALITTA AIR,0,19,4,0
5481.273,4890.168,KALITTA AIR,0,19,2,0
0,114.423,KAM AIR,5964,20,4,4601
0,123.459,KAM AIR,8500,15,2,9000
0,138.305,KAM AIR,7300,15,3,3500
0,155.103,KAM AIR,3709,15,4,3233
0,273.99,KAM AIR,11574,17,3,9880
0,361.598,KAM AIR,9894,18,3,12294
0,368.893,KAM AIR,8209,20,1,12236
0,411.309,KAM AIR,3607,20,2,5597
0,411.309,KAM AIR,3607,21,2,5597
0,494.448,KAM AIR,0,19,3,0
0,528.184,KAM AIR,14300,15,1,10100
0,579.348,KAM AIR,13699,18,1,14699
0,587.906,KAM AIR,11121,17,1,10297
0,615.244,KAM AIR,5364,21,3,3176
0,628.441,KAM AIR,10719,17,2,13065
0,636.203,KAM AIR,12872,16,1,13211
0,641.044,KAM AIR,13136,16,4,10997
0,657.982,KAM AIR,9689,16,2,11461
0,665.927,KAM AIR,11077,16,3,10398
0,699.136,KAM AIR,15317,17,4,13536
0,73.425,KAM AIR,1264,20,3,2077
0,814.49,KAM AIR,18826,19,1,27079
0,860.825,KAM AIR,13237,18,4,15368
0,874.426,KAM AIR,12375,19,2,21191
0,926.9,KAM AIR,17294,21,1,14347
3.255,484.692,KAM AIR,10689,18,2,14203
0,9.129,KENYA AIRWAYS,0,20,2,330
0.06,6.005,KENYA AIRWAYS,5473,21,4,5421
0.12,13.392,KENYA AIRWAYS,3837,20,4,4595
0.366,39.653,KENYA AIRWAYS,1203,21,2,2227
0.459,2.011,KENYA AIRWAYS,94,20,3,634
0.777,0.105,KENYA AIRWAYS,4360,21,1,5236
1.499,31.502,KENYA AIRWAYS,14904,23,1,33417
1.758,21.387,KENYA AIRWAYS,1003,21,3,1393
1.926,105.835,KENYA AIRWAYS,20602,24,2,23021
1.978,97.193,KENYA AIRWAYS,18144,24,1,20599
15.38,384.42,KENYA AIRWAYS,26230,18,2,27987
17.726,128.788,KENYA AIRWAYS,24703,18,3,25085
2.948,29.774,KENYA AIRWAYS,14344,22,3,16015
20.215,41.001,KENYA AIRWAYS,22355,17,3,23335
20.634,25.252,KENYA AIRWAYS,21477,19,1,24472
23.151,177.529,KENYA AIRWAYS,24711,18,4,21876
25.017,375.587,KENYA AIRWAYS,24465,18,1,26407
25.292,27.784,KENYA AIRWAYS,19459,16,4,16990
251.037,511.963,KENYA AIRWAYS,23814,15,4,24603
26.459,22.729,KENYA AIRWAYS,16210,20,1,14801
27.627,41.865,KENYA AIRWAYS,22634,19,4,22886
29.525,8.215,KENYA AIRWAYS,10983,16,2,12517
3.049,122.484,KENYA AIRWAYS,22916,23,3,23395
3.137,75.12,KENYA AIRWAYS,15466,22,4,13203
3.487,12.923,KENYA AIRWAYS,10824,22,2,13002
3.722,36.476,KENYA AIRWAYS,21874,23,2,22625
3.8670000000000004,238.897,KENYA AIRWAYS,22398,23,4,18032
31.596,462.87,KENYA AIRWAYS,24784,17,4,22001
33.234,477.124,KENYA AIRWAYS,20720,16,1,26766
37.221,9.203,KENYA AIRWAYS,20207,16,3,21050
39.041,13.534,KENYA AIRWAYS,20084,17,1,23940
39.249,721.032,KENYA AIRWAYS,19277,15,2,24593
39.845,29.264,KENYA AIRWAYS,20445,17,2,22754
41.089,141.644,KENYA AIRWAYS,23537,19,2,26181
45.715,17.272,KENYA AIRWAYS,16522,19,3,16320
579.878,265.54,KENYA AIRWAYS,26330,15,3,21624
73.975,1234.34,KENYA AIRWAYS,23830,15,1,30259
8.171,17.09,KENYA AIRWAYS,5204,22,1,5298
1171.858,2884.235,KLM AIRLINES,41287,18,1,44227
1376.88,1574.537,KLM AIRLINES,29327,22,1,33160
1442.428,1975.851,KLM AIRLINES,40660,17,4,37431
1449.052,1979.091,KLM AIRLINES,31443,21,4,29818
1469.327,2335.731,KLM AIRLINES,36480,19,3,37206
1488.1980700000001,1862.6906000000001,KLM AIRLINES,636,20,3,18384
1570.782,2276.022,KLM AIRLINES,43263,19,1,47290
1573.783,2273.27,KLM AIRLINES,31751,18,2,35353
1698.033,2303.632,KLM AIRLINES,35881,19,2,37803
1879.199,2373.848,KLM AIRLINES,44891,18,4,42996
1890.388,2403.242,KLM AIRLINES,35093,18,3,36364
1949.028,2210.764,KLM AIRLINES,12458,21,1,19320
1955.109,2782.333,KLM AIRLINES,55821,24,2,64868
1967.926,2465.85,KLM AIRLINES,8565,21,2,19427
2034.602,2040.461,KLM AIRLINES,18084,21,3,30612
2044.333,2097.6142,KLM AIRLINES,11210,20,4,15107
2074.32,2522.225,KLM AIRLINES,56021,22,2,58515
2151.073,3144.306,KLM AIRLINES,61531,19,4,59355
2212.024,2873.528,KLM AIRLINES,59513,23,2,69070
2352.262,2731.68,KLM AIRLINES,62675,23,1,74329
2648.051,2782.187,KLM AIRLINES,55396,23,3,65915
2917.104,3095.89,KLM AIRLINES,73347,22,3,81790
2935.114,3446.848,KLM AIRLINES,67848,24,1,74139
3012.134,3416.316,KLM AIRLINES,74582,22,4,72975
3063.637,3542.978,KLM AIRLINES,73241,23,4,71560
374.631,821.574,KLM AIRLINES,27390,16,1,30136
577.872,1340.097,KLM AIRLINES,17994,15,2,20711
589.576,1050.654,KLM AIRLINES,32142,15,4,30197
619.666,1010.571,KLM AIRLINES,30634,17,1,33489
661.149,1280.247,KLM AIRLINES,42570,15,1,47771
701.169,1276.704,KLM AIRLINES,13576,15,3,14505
727.0920199999999,1053.36438,KLM AIRLINES,44072,20,1,45968
738.933,1183.968,KLM AIRLINES,31067,16,4,29294
853.21,1380.289,KLM AIRLINES,23474,16,3,24005
900.156,1463.01,KLM AIRLINES,25457,17,3,25926
981.109,1616.578,KLM AIRLINES,22851,17,2,25064
996.324,1454.116,KLM AIRLINES,21853,16,2,26089
1074.6013,1293.6305300000001,KOREAN AIR,4558,22,4,6247
1105.977,1302.892,KOREAN AIR,5613,23,1,11286
1189.8206,1490.3997,KOREAN AIR,0,21,1,0
1271.3713,1462.29553,KOREAN AIR,3016,22,3,5183
1282.856,1484.556,KOREAN AIR,5538,23,2,10918
159.765,192.105,KOREAN AIR,5499,16,3,5100
169.247,189.591,KOREAN AIR,5378,16,2,6575
178.586,329.907,KOREAN AIR,5208,15,2,6578
194.511,219.242,KOREAN AIR,6853,15,4,5703
204.321,220.903,KOREAN AIR,5994,16,1,6408
334.286,304.486,KOREAN AIR,1235,22,2,2909
334.349,364.666,KOREAN AIR,10318,16,4,8859
393.983,235.1556,KOREAN AIR,0,21,4,0
455.972,229.335,KOREAN AIR,5883,15,3,6189
481.345,339.69,KOREAN AIR,10954,17,2,11962
521.6909,541.1326000000001,KOREAN AIR,14652,20,1,18242
525.186,368.872,KOREAN AIR,0,22,1,0
538.705,553.617,KOREAN AIR,16053,19,2,20545
549.7563,525.7520999999999,KOREAN AIR,20630,19,3,21231
55.258,37.465,KOREAN AIR,0,20,2,622
564.746,460.6788,KOREAN AIR,272,21,3,55
607.777,446.188,KOREAN AIR,17679,18,4,17269
622.2648,570.0938000000001,KOREAN AIR,27526,19,4,24980
635.762,424.756,KOREAN AIR,17193,18,3,16644
663.699,468.532,KOREAN AIR,15476,19,1,18024
673.569,451.856,KOREAN AIR,16040,17,1,17414
715.425,541.921,KOREAN AIR,17930,17,3,17083
738.04,540.8,KOREAN AIR,17844,17,4,16368
821.412,1382.831,KOREAN AIR,7495,24,1,9247
840.463,376.508,KOREAN AIR,14856,18,2,17160
862.646,1060.0790000000002,KOREAN AIR,8494,23,4,9443
873.59,545.0298,KOREAN AIR,150,21,2,523
879.073,320.744,KOREAN AIR,6821,15,1,9287
932.841,525.083,KOREAN AIR,0,20,3,0
944.3715,1140.442,KOREAN AIR,0,20,4,0
953.0389,1405.2999,KOREAN AIR,6562,24,2,8135
967.13,1025.385,KOREAN AIR,3934,23,3,5226
998.4113000000001,164.2361,KOREAN AIR,16410,18,1,18027
0,1098.767,KUWAIT AIRWAYS,46973,23,1,67356
0,1270.054,KUWAIT AIRWAYS,3521,21,1,0
0,1621.524,KUWAIT AIRWAYS,68623,23,2,70819
0,1673.075,KUWAIT AIRWAYS,69025,22,4,65409
0,2383.6150000000002,KUWAIT AIRWAYS,77842,23,4,63009
0,2432.033,KUWAIT AIRWAYS,6243,21,2,0
0,2499.822,KUWAIT AIRWAYS,54502,23,3,81878
0,2512.543,KUWAIT AIRWAYS,55837,24,1,77930
0,2800.337,KUWAIT AIRWAYS,78895,24,2,83861
0,2867.76,KUWAIT AIRWAYS,58926,22,2,59286
0,2877.416,KUWAIT AIRWAYS,46694,22,3,64041
0,2975.142,KUWAIT AIRWAYS,16735,21,3,4497
0,3320.555,KUWAIT AIRWAYS,46484,22,1,55199
0,3506.026,KUWAIT AIRWAYS,55854,21,4,45207
1000.826,3677.713,KUWAIT AIRWAYS,76144,17,1,85510
1063.12,4070.175,KUWAIT AIRWAYS,85281,18,4,80350
1083.643,4262.368,KUWAIT AIRWAYS,90540,16,4,85808
1093.33,4500.474,KUWAIT AIRWAYS,88961,16,2,91875
1102.576,4342.133,KUWAIT AIRWAYS,93735,19,2,89299
1152.687,4149.917,KUWAIT AIRWAYS,85891,16,3,87661
1313.325,4709.352,KUWAIT AIRWAYS,80942,18,2,83842
1370.858,5869.098,KUWAIT AIRWAYS,98615,17,3,107248
1418.1187999999997,5067.9272,KUWAIT AIRWAYS,83100,19,3,86283
1428.591,2335.433,KUWAIT AIRWAYS,46728,15,1,57812
1573.1426999999999,5170.2322,KUWAIT AIRWAYS,84575,18,1,94247
1693.404,5405.438,KUWAIT AIRWAYS,102211,17,2,96349
2032.967,5956.861,KUWAIT AIRWAYS,108685,17,4,106797
292.47510000000005,2225.2314000000006,KUWAIT AIRWAYS,93920,19,4,83851
333.302,3304.977,KUWAIT AIRWAYS,58962,16,1,71512
400.076,2937.139,KUWAIT AIRWAYS,63727,15,3,69733
601.805,2061.399,KUWAIT AIRWAYS,66569,18,3,80879
654.1830000000001,3167.7691,KUWAIT AIRWAYS,80720,20,1,84103
760.276,2866.387,KUWAIT AIRWAYS,69573,15,4,70734
774.366,3211.46,KUWAIT AIRWAYS,65381,15,2,73768
957.871,4414.88,KUWAIT AIRWAYS,72805,19,1,83786
138.375,846.072,LOT POLISH,8312,23,2,14932
149.73,953.694,LOT POLISH,10197,23,3,14901
189.723,759.768,LOT POLISH,8695,24,2,14824
255.656,894.204,LOT POLISH,0,22,1,0
281.665,636.475,LOT POLISH,0,21,1,0
299.85,727.703,LOT POLISH,15816,23,4,13026
305.589,853.586,LOT POLISH,12729,23,1,16288
312.355,866.903,LOT POLISH,13464,24,1,15614
377.526,880.406,LOT POLISH,8128,22,2,13718
440.784,939.209,LOT POLISH,14681,22,3,14115
465.316,1285.857,LOT POLISH,0,21,4,0
473.068,758.822,LOT POLISH,16801,22,4,14312
487.037,1211.18,LOT POLISH,0,21,3,0
607.627,1218.213,LOT POLISH,0,21,2,0
10036.174,8822.904,LUFTHANSA,147054,16,4,121038
10405.277,10238.026,LUFTHANSA,140296,16,1,156196
10444.544,11046.406,LUFTHANSA,135887,16,2,162399
10445.921,10589.439,LUFTHANSA,152143,16,3,169737
10464.174,9438.429,LUFTHANSA,126458,15,2,155733
10518.489,11466.2,LUFTHANSA,162774,19,2,181196
10746.707,12603.805,LUFTHANSA,150589,18,1,168172
10760.506,9690.76,LUFTHANSA,140999,17,1,164557
11253.993,10364.248,LUFTHANSA,166016,17,4,133199
11369.046,10746.517,LUFTHANSA,168305,17,3,170327
11395.898,10091.21,LUFTHANSA,145843,18,2,177635
12259.249,10652.175,LUFTHANSA,171126,19,3,178589
12264.524,11408.286,LUFTHANSA,152477,17,2,177063
1591.398,1870.674,LUFTHANSA,44455,22,1,53364
3537.965,1347.761,LUFTHANSA,0,20,2,4077
4248.233,1863.673,LUFTHANSA,21837,21,3,39350
4848.683,3386.535,LUFTHANSA,20483,21,1,27818
4876.77,2481.337,LUFTHANSA,40732,21,4,38483
4881.476,2366.438,LUFTHANSA,8917,21,2,21127
5181.787,8012.824,LUFTHANSA,139117,24,2,176462
5338.244,3960.9,LUFTHANSA,99093,22,2,118819
5583.24,4004.953,LUFTHANSA,106983,22,3,126959
6368.403,7067.47,LUFTHANSA,144677,24,1,168879
6711.236,6559.648,LUFTHANSA,127881,23,3,149168
6869.18,4748.198,LUFTHANSA,110094,23,1,132815
6929.695,4135.014,LUFTHANSA,119685,22,4,119975
7073.11,6171.322,LUFTHANSA,116483,23,2,145029
7102.89,5130.963,LUFTHANSA,13767,20,3,36051
7253.025000000001,6415.165,LUFTHANSA,162330,23,4,148087
7668.712,7178.12,LUFTHANSA,113217,20,1,131213
7938.585,5238.612,LUFTHANSA,20393,20,4,12799
8790.896,8714.642,LUFTHANSA,146879,19,1,175165
9237.364,9064.11,LUFTHANSA,170535,19,4,141131
9362.262,9153.472,LUFTHANSA,166663,18,4,126903
9538.092,11780.195,LUFTHANSA,132804,15,4,104096
